EVT EQUIP-ID,EVENT-ID,WCE,DDR,WCE NARRATIVE,CORRECTIVE ACTION
D1234,L099648080,2,1,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
A1234,L542942144,3,1,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
C1234,L754707282,3,1,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
C1234,L658874710,2,1,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
C1234,L544699950,1,2,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
A1234,L682043472,1,2,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
C1234,L644717816,2,1,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
A1234,L625617990,3,1,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
A1234,L270105422,3,1,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,interdum venenatis turpis enim blandit mi in porttitor pede justo
A1234,L147962734,1,2,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,vestibulum sit amet cursus id turpis integer aliquet massa id
D1234,L460048417,3,1,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
D1234,L780916121,2,2,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
D1234,L962993777,1,1,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
A1234,L502384638,2,1,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
B1234,L644305689,3,1,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
B1234,L144077289,3,2,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
B1234,L873153428,1,1,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,in porttitor pede justo eu massa donec dapibus duis at velit eu
C1234,L218340651,3,2,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
D1234,L041930676,1,1,a libero nam dui proin leo odio porttitor id consequat in consequat ut,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
D1234,L136176915,2,1,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
D1234,L444172856,3,1,in hac habitasse platea dictumst maecenas ut massa quis augue luctus,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
D1234,L474797830,3,1,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
A1234,L376205184,1,1,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
C1234,L152591264,1,2,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
B1234,L158347731,1,1,congue elementum in hac habitasse platea dictumst morbi vestibulum velit,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
A1234,L957426697,1,2,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
C1234,L009850378,3,1,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
A1234,L000984243,1,1,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
B1234,L847485340,2,1,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
D1234,L063314155,3,1,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
A1234,L018403724,2,2,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
D1234,L748543590,1,2,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
A1234,L025766073,1,2,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
D1234,L856448530,2,2,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
D1234,L321873191,1,1,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
A1234,L881584429,2,1,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
A1234,L150642352,2,2,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
B1234,L087726152,1,2,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
B1234,L181662419,1,2,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
A1234,L394815223,2,1,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
C1234,L891766795,2,1,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
D1234,L259821788,3,2,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
A1234,L848222522,2,2,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
A1234,L800825785,1,2,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
C1234,L264942516,3,1,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
A1234,L776570902,2,2,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
B1234,L526916537,1,2,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
C1234,L621450585,1,1,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
A1234,L921564632,1,1,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
B1234,L503718027,1,1,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
A1234,L798632840,1,2,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
C1234,L004498768,2,1,sit amet eleifend pede libero quis orci nullam molestie nibh in,orci mauris lacinia sapien quis libero nullam sit amet turpis
A1234,L518096287,3,1,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
A1234,L579329917,3,1,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
D1234,L181608379,2,2,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
D1234,L359108250,1,1,nulla nunc purus phasellus in felis donec semper sapien a libero,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
D1234,L848087471,3,1,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed
A1234,L558038932,3,1,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
D1234,L912203533,3,2,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,pellentesque at nulla suspendisse potenti cras in purus eu magna
A1234,L235214631,2,1,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
B1234,L407528320,2,1,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
A1234,L492969482,1,2,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
B1234,L810556528,3,2,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
C1234,L286779592,3,2,sapien varius ut blandit non interdum in ante vestibulum ante ipsum,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
C1234,L074445578,1,1,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
B1234,L390185539,1,2,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,pede justo eu massa donec dapibus duis at velit eu est congue elementum
A1234,L408396972,1,2,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,elementum nullam varius nulla facilisi cras non velit nec nisi
B1234,L049075870,1,1,in congue etiam justo etiam pretium iaculis justo in hac habitasse,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
C1234,L962630393,3,1,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer
D1234,L743521399,2,2,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
D1234,L786458324,2,2,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales
D1234,L386590838,3,2,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
D1234,L626483962,3,2,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
C1234,L432441061,3,1,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
A1234,L376012492,2,1,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
D1234,L962065698,1,1,odio in hac habitasse platea dictumst maecenas ut massa quis,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
D1234,L005252053,2,1,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
D1234,L938678120,2,2,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,id mauris vulputate elementum nullam varius nulla facilisi cras non
C1234,L147050299,2,2,augue vel accumsan tellus nisi eu orci mauris lacinia sapien,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
C1234,L432446178,2,1,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
A1234,L058369736,3,1,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
C1234,L358123190,3,2,erat volutpat in congue etiam justo etiam pretium iaculis justo in,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
B1234,L756525966,1,1,proin leo odio porttitor id consequat in consequat ut nulla,pellentesque volutpat dui maecenas tristique est et tempus semper est
A1234,L563874527,2,1,in felis donec semper sapien a libero nam dui proin leo odio porttitor,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
C1234,L808240780,3,1,sit amet lobortis sapien sapien non mi integer ac neque,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
C1234,L373658037,2,2,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
D1234,L056728255,3,1,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
C1234,L017538378,2,1,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
D1234,L011212444,3,1,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
C1234,L498126572,3,1,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
C1234,L874710329,1,1,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
C1234,L366313696,3,2,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
C1234,L883142502,3,2,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
B1234,L864180199,3,2,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
C1234,L345618081,2,1,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,viverra eget congue eget semper rutrum nulla nunc purus phasellus
B1234,L023228359,3,1,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
C1234,L297606718,2,1,duis mattis egestas metus aenean fermentum donec ut mauris eget,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
A1234,L384852031,1,2,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
A1234,L730897675,2,1,enim blandit mi in porttitor pede justo eu massa donec dapibus duis,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
B1234,L963979086,2,1,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
C1234,L038085420,2,2,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,porttitor pede justo eu massa donec dapibus duis at velit eu
B1234,L330774161,2,1,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
C1234,L214392057,1,2,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
D1234,L562807659,3,1,blandit lacinia erat vestibulum sed magna at nunc commodo placerat,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
B1234,L714556655,1,2,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate
C1234,L312979035,3,1,quis orci eget orci vehicula condimentum curabitur in libero ut,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
C1234,L163549234,2,2,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
B1234,L249016808,1,1,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,velit eu est congue elementum in hac habitasse platea dictumst morbi
C1234,L148775800,2,1,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,nulla tellus in sagittis dui vel nisl duis ac nibh
B1234,L295654044,2,2,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
A1234,L897058265,1,1,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
A1234,L077011299,1,1,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
A1234,L611213093,1,2,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,ac neque duis bibendum morbi non quam nec dui luctus rutrum
C1234,L724763879,3,2,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
C1234,L525892567,2,2,sed ante vivamus tortor duis mattis egestas metus aenean fermentum,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
D1234,L179866038,2,1,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
C1234,L756604817,1,1,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
A1234,L609835091,3,1,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
D1234,L645158565,2,1,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
B1234,L936191968,2,2,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
D1234,L466321884,1,1,erat quisque erat eros viverra eget congue eget semper rutrum,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
D1234,L754480278,2,2,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et
B1234,L741883453,3,1,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
B1234,L261715992,3,2,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
B1234,L760837420,1,2,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
C1234,L636036572,2,1,nulla quisque arcu libero rutrum ac lobortis vel dapibus at,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
A1234,L472959644,3,1,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
D1234,L916546474,2,1,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
B1234,L113002748,3,2,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,neque duis bibendum morbi non quam nec dui luctus rutrum nulla
D1234,L607223389,1,2,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
B1234,L156943360,2,1,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
B1234,L078337959,3,2,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
A1234,L238473736,3,1,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
B1234,L859337364,1,2,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna
A1234,L650471844,1,2,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
C1234,L029730690,3,2,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
D1234,L971807874,1,2,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
D1234,L798930217,1,2,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
A1234,L105075266,3,1,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
B1234,L207777717,3,2,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst
A1234,L680010727,3,1,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor
D1234,L066320827,1,2,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,maecenas tristique est et tempus semper est quam pharetra magna
D1234,L177070074,3,1,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
D1234,L824765474,2,1,phasellus sit amet erat nulla tempus vivamus in felis eu sapien,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
A1234,L279705666,1,1,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
D1234,L222240820,1,1,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
